geoid,tactile_paving,wheelchair,ramp_kerb,traffic_signals_sound,Video_ID,Sign_Label,Bounding_Box_Coords,Landmark_Keypoints,HTML_Snippet,WCAG_Violation
node_70163,no,limited,no,no,vid_0584,thank_you,"[0.3, 0.43, 0.15, 0.45]","[[0.277, 0.103, -0.008], [0.469, 0.225, 0.071], [0.433, 0.512, -0.013]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_74152,no,no,yes,no,vid_0585,hospital,"[0.56, 0.19, 0.15, 0.5]","[[0.026, 0.765, 0.054], [0.384, 0.681, 0.087], [0.893, 0.413, -0.083]]",<img src='logo.svg' alt='Company Logo'>,None
node_39910,yes,no,yes,yes,vid_0586,stop,"[0.27, 0.49, 0.32, 0.46]","[[0.887, 0.742, -0.053], [0.684, 0.344, 0.04], [0.909, 0.252, 0.072]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_82069,no,yes,yes,no,vid_0587,bus,"[0.18, 0.11, 0.31, 0.29]","[[0.867, 0.193, -0.033], [0.855, 0.41, -0.012], [0.93, 0.362, 0.04]]",<img src='logo.svg' alt='Company Logo'>,None
node_54063,yes,yes,yes,yes,vid_0588,no,"[0.29, 0.21, 0.33, 0.25]","[[0.658, 0.174, -0.09], [0.08, 0.875, -0.038], [0.139, 0.994, -0.084]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_34081,yes,yes,no,no,vid_0589,train,"[0.38, 0.47, 0.27, 0.47]","[[0.267, 0.449, 0.022], [0.781, 0.81, 0.097], [0.466, 0.417, -0.09]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_88007,yes,yes,yes,yes,vid_0590,yes,"[0.32, 0.44, 0.37, 0.23]","[[0.316, 0.237, -0.011], [0.74, 0.001, 0.058], [0.496, 0.509, 0.082]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_78182,no,yes,no,yes,vid_0591,help,"[0.1, 0.49, 0.22, 0.27]","[[0.28, 0.171, -0.058], [0.178, 0.601, -0.034], [0.303, 0.285, -0.035]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_62250,no,no,lowered,no,vid_0592,stop,"[0.48, 0.12, 0.3, 0.3]","[[0.433, 0.445, 0.012], [0.084, 0.121, -0.045], [0.178, 0.788, 0.089]]",<img src='logo.svg' alt='Company Logo'>,None
node_28263,no,yes,lowered,no,vid_0593,thank_you,"[0.52, 0.15, 0.3, 0.45]","[[0.013, 0.276, 0.015], [0.261, 0.404, -0.001], [0.942, 0.572, 0.04]]",<img src='logo.svg' alt='Company Logo'>,None
node_28036,incorrect,no,yes,yes,vid_0594,hospital,"[0.21, 0.28, 0.37, 0.38]","[[0.429, 0.982, -0.09], [0.132, 0.407, 0.051], [0.052, 0.401, 0.091]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_41809,yes,yes,lowered,no,vid_0595,train,"[0.18, 0.45, 0.33, 0.49]","[[0.678, 0.857, 0.013], [0.086, 0.336, -0.083], [0.625, 0.136, 0.069]]",<img src='logo.svg' alt='Company Logo'>,None
node_15114,yes,yes,no,no,vid_0596,yes,"[0.56, 0.38, 0.36, 0.34]","[[0.487, 0.814, 0.018], [0.002, 0.637, -0.038], [0.629, 0.854, 0.048]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_66661,no,limited,no,yes,vid_0597,thank_you,"[0.2, 0.45, 0.32, 0.21]","[[0.781, 0.392, -0.031], [0.057, 0.445, -0.06], [0.647, 0.593, 0.046]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_15142,yes,yes,no,no,vid_0598,bus,"[0.22, 0.14, 0.32, 0.33]","[[0.673, 0.08, -0.067], [0.314, 0.39, 0.094], [0.668, 0.785, -0.07]]",<img src='logo.svg' alt='Company Logo'>,None
node_44540,yes,yes,flush,no,vid_0599,train,"[0.19, 0.15, 0.39, 0.43]","[[0.353, 0.25, 0.088], [0.391, 0.197, 0.079], [0.99, 0.721, 0.02]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_54957,no,no,flush,no,vid_0600,danger,"[0.14, 0.27, 0.24, 0.22]","[[0.622, 0.366, 0.01], [0.036, 0.984, 0.028], [0.346, 0.845, -0.019]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
